,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
225,1,45.849,3.682,8.247,0.084,6.19,0.088,11.721,23.078,0.531,0.279378267935701,0.0411612599905971,0,7
226,1,48.7,1.669,6.696,0.418,7.026,0.103,12.308,21.964,0.719,0.182825140390023,0.0587554965568738,0,7
227,1,50.382,1.102,5.285,0.856,5.039,0.061,13.963,22.523,1.01,0.145648366204285,0.0240859281761962,0,4
228,1,51.655,1.188,2.19,0.08,7.824,0.138,14.338,21.756,0.355,0.0722578649938546,0.0171687468398222,1,6
229,1,53.637,1.094,0.697,0.005,6.587,0.122,13.561,23.034,0.664,0.00543659149767417,0.0045567972225236,1,0
230,-1,51.747,0.98,3.021,0.12,6.724,0.092,15.087,21.681,0.431,0.087283071771793,0.00339386459802539,1,6
231,1,51.418,0.81,2.663,0.729,6.579,0.108,15.794,20.319,0.33,0.0820501675122682,0.00865845719865466,1,3
232,1,51.784,0.868,2.379,0.878,5.998,0.161,16.984,20.448,0.296,0.0913258898253055,0.00961990524754982,1,3
233,1,47.537,2.199,5.005,0.365,6.331,0.047,13.441,22.612,0.482,0.192206700045521,0.04622441360183,0,1
234,1,50.849,1.28,3.428,0.583,6.37,0.131,14.468,22.285,0.297,0.111810364743027,0.0497744696895642,1,4
235,-1,51.019,1.122,2.933,0.206,7.477,0.148,14.96,21.173,0.246,0.0966166067502305,0.0209477675784411,1,6
236,1,48.023,2.436,5.894,0.16,6.352,0.103,12.646,23.093,0.253,0.194612709282744,0.0405677009873061,0,1
237,1,52.037,0.94,3.118,0.23,6.951,0.141,16.005,19.959,0.312,0.0816328945496596,0.0487625269096578,1,3
238,1,50.607,1.566,3.482,0.136,6.583,0.09,15.07,22.068,0.24,0.123440439747897,0.00541874737925514,1,6
239,1,49.882,2.083,3.588,0.001,6.222,0.08,13.416,24.457,0.454,0.142811985791455,0.0322385653838404,0,1
240,1,51.48,1.636,2.041,0.044,5.872,0.117,13.467,23.897,0.607,0.0738445415723881,0.0476022566995769,1,0
241,1,49.611,2.314,4.126,0.028,6.144,0.065,12.782,23.374,0.599,0.138674301420594,0.0338504936530324,0,1
242,1,51.541,1.63,2.164,0.052,5.507,0.097,14.284,23.748,0.574,0.0841275299658675,0.0231399858956276,1,0
243,-1,51.323,0.814,3.512,0.525,6.996,0.129,16.182,18.845,0.313,0.0913599152056466,0.00483578480757606,1,2
244,1,51.988,0.908,2.525,0.329,5.94,0.046,16.47,21.303,0.226,0.0839386582702235,0.00314997649271274,1,3
245,1,48.036,2.757,4.609,0.013,6.449,0.077,12.951,24.01,0.617,0.192682000904463,0.0231524602815552,0,1
246,1,49.538,2.251,3.964,0.004,7.668,0.139,12.907,22.665,0.413,0.14147591493929,0.0291490362012224,0,1
247,1,51.989,1.923,2.392,0.026,5.92,0.123,14.066,23.625,0.649,0.0874944444408354,0.0184266800127394,1,0
248,1,51.063,2.01,3.232,0.062,6.139,0.102,13.462,24.005,0.617,0.115520124212593,0.02995618907348,0,0
249,1,50.268,1.925,3.603,0.128,7.853,0.105,13.371,22.375,0.348,0.124905162671856,0.0515691114245416,0,4
250,-1,50.958,1.082,3.103,0.131,6.971,0.085,14.915,21.591,0.405,0.0992742472991053,0.00308039492242595,1,6
251,1,51.238,1.201,3.036,0.293,6.356,0.089,15.536,21.832,0.362,0.105665598748971,0.00513399153737659,1,6
252,-1,48.301,2.302,6.026,0.081,6.431,0.088,12.51,23.182,0.333,0.190065239450857,0.0537015963585075,0,1
253,-1,47.92,1.849,5.371,0.901,7.005,0.075,13.568,21.584,0.444,0.19042252214816,0.00570331995226212,0,1
254,1,49.783,1.754,4.633,0.725,6.919,0.102,13.914,21.706,0.352,0.15006598344906,0.0229213410003255,0,4
255,1,51.324,1.106,3.204,0.072,7.41,0.112,14.577,21.291,0.415,0.0912898628509975,0.0144868638091368,1,6
256,1,51.838,1.197,2.252,0.07,7.67,0.183,14.107,21.975,0.314,0.068468692689498,0.0189365689665166,1,6
257,1,50.471,1.536,3.337,0.191,7.128,0.156,14.41,21.62,0.334,0.112517120340705,0.0385872755689399,1,6
258,1,51.974,0.924,2.641,0.328,6.051,0.051,16.631,20.895,0.352,0.0870637726922139,0.00373434846435048,1,3
259,1,52.129,1.218,2.701,0.339,6.055,0.13,15.161,22.242,0.314,0.0831959827902318,0.00402655172753903,1,6
260,1,51.661,1.732,2.381,0.059,5.883,0.053,13.242,23.752,0.53,0.0738103154418475,0.0222471027874311,1,0
261,1,49.363,2.326,4.25,0.049,7.658,0.044,13.195,22.875,0.363,0.157946273317012,0.0509796591160127,0,1
262,1,48.982,1.605,4.927,0.33,6.618,0.115,15.016,21.453,0.435,0.173806021399431,0.061285082645283,0,4
263,1,52.422,1.454,1.559,0.032,5.61,0.06,14.068,23.594,0.591,0.0510931826935799,0.0118294735884253,1,0
264,1,48.334,2.418,5.294,0.092,7.282,0.088,12.691,22.881,0.461,0.185747416862984,0.0299183656024277,0,1
265,1,47.681,2.376,4.948,0.087,6.652,0.08,12.969,23.356,0.587,0.193358140342708,0.0276662688510361,0,1
266,1,45.581,3.713,7.974,0.177,6.434,0.098,11.848,23.043,0.458,0.283658484501518,0.0430847092010288,0,7
267,1,51.903,0.986,2.602,0.721,6.532,0.178,14.834,21.872,0.297,0.0804439551233667,0.030423550112416,1,6
268,1,51.704,1.079,2.659,0.809,6.342,0.092,14.508,21.73,0.38,0.0774776356167972,0.0206949608924221,1,6
269,1,49.181,1.581,5.022,0.761,6.803,0.125,13.857,21.951,0.38,0.165601441688239,0.0192562462220431,0,4
270,-1,51.19,1.241,3.446,0.054,6.92,0.112,14.54,21.833,0.409,0.101102998313715,0.00547581514975525,1,6
271,1,52.666,1.142,1.48,0.05,6.927,0.117,14.502,22.324,0.504,0.0451743768809527,0.0210606488011283,1,0
272,1,49.678,1.906,3.888,0.079,7.838,0.158,13.758,21.985,0.462,0.141649702437227,0.0107433004231312,0,4
273,-1,49.6685,1.5135,4.611,0.1765,6.5345,0.0955,14.3695,21.9285,0.3865,0.147047798568552,0.00246986462710657,0,4
274,1,52.853,0.769,1.941,0.371,6.742,0.108,15.396,21.374,0.354,0.051338118605766,0.0092904887471638,1,3
275,1,51.566,0.795,3.766,0.849,4.873,0.04,15.578,22.254,0.165,0.106627158197448,0.0247085312043064,1,5
276,1,50.104,1.756,3.651,0.076,7.516,0.08,13.676,22.585,0.339,0.128875272820971,0.0136493926020292,0,4
277,1,51.463,1.302,3.322,0.036,8.139,0.138,14.813,20.943,0.362,0.100914616930192,0.00775520098730607,1,6
278,1,50.81,1.314,3.957,0.356,6.409,0.15,15.071,21.637,0.316,0.123408738490494,0.00216467714747669,1,6
279,1,51.91,1.552,1.963,0.001,5.693,0.09,14.082,24.025,0.55,0.0746081490320316,0.0138731531364887,1,0
280,1,49.151,1.679,5.295,0.362,7.142,0.121,13.482,21.42,0.487,0.159910455070435,0.0233155853314527,0,4
281,1,52.643,0.5,2.909,0.681,4.622,0.042,16.737,21.251,0.247,0.0726841157183811,0.0289530645589241,1,5
282,-1,49.375,1.746,5.384,0.16,7.653,0.078,13.421,21.668,0.523,0.163274901428081,0.00672031859288144,0,4
283,1,49.378,1.936,4.495,0.3,5.984,0.096,13.492,23.319,0.565,0.157115299563838,0.0182271888900944,0,1
284,-1,51.666,0.753,3.397,0.142,7.516,0.117,13.956,21.291,0.384,0.0747872734075932,0.00207157968970381,1,6
285,-1,50.111,1.771,5.838,0.234,7.143,0.162,14.211,20.477,0.485,0.157895880380248,0.00173369420195936,0,4
286,1,51.053,1.185,2.679,0.18,7.291,0.118,15.372,21.68,0.323,0.103305966624913,0.0249511570809173,1,6
287,1,49.209,1.424,4.944,0.537,6.046,0.052,14.716,21.756,0.395,0.162303273473082,0.00723593121207024,0,4
288,1,47.664,2.637,5.602,0.166,6.305,0.107,12.759,22.941,0.656,0.201345957795094,0.0260930888575458,0,7
289,-1,51.441,1.61,3.18,0.366,6.488,0.143,14.514,21.858,0.401,0.0988674932439784,0.00207997009193332,1,6
290,1,49.458,1.343,4.903,0.789,5.825,0.02,14.854,21.915,0.293,0.160649970162216,0.0109012610477295,0,4
291,1,50.194,2.208,2.838,0.039,6.638,0.087,13.834,23.413,0.615,0.126173727446659,0.0163663943369614,0,0
292,1,47.82425,1.8005,7.277,0.58025,6.83675,0.1175,13.82475,20.738,0.63425,0.219653497875667,0.0126939351198872,0,7
293,-1,48.129,1.958,5.567,0.096,7.791,0.114,13.121,21.919,0.489,0.187089544723259,0.00651290135236041,0,1
294,1,49.492,2.313,4.711,0.055,7.096,0.065,12.886,22.927,0.48,0.156770631238863,0.0446127429938063,0,1
295,1,50.655,1.193,3.593,0.226,7.01,0.115,14.094,21.62,0.62,0.106118117487872,0.0111293338144127,1,6
296,1,48.329,2.112,5.628,0.013,7.345,0.094,12.81,22.336,0.524,0.18295826967108,0.0551841768622692,0,1
297,1,49.611,2.005,4.218,0.062,7.528,0.081,13.203,22.853,0.432,0.148217228352163,0.0423131170662905,0,1
298,1,49.055,2.09,3.404,0.094,6.278,0.097,13.584,23.532,0.556,0.145615973338524,0.0292458309134655,0,1
299,-1,51.002,0.989,4.334,0.216,7.595,0.125,15.804,18.876,0.572,0.113816238113242,0.00156850347745732,1,2
300,-1,51.093,0.964,2.957,0.477,6.169,0.14,16.476,21.693,0.392,0.118424428985167,1e-07,1,6
301,1,50.266,1.31,4.149,0.215,6.722,0.059,14.909,21.565,0.245,0.130559023901588,0.00431229025825592,1,4
302,1,49.7255,1.616,5.366,0.1805,7.5945,0.114,13.669,21.041,0.5305,0.152703414382026,0.0109383909011794,0,4
303,-1,51.832,0.732,4.484,0.221,7.729,0.169,16.498,17.202,0.644,0.0946794887011191,0.00439098384650185,1,2
304,1,47.392,2.798,4.992,0.017,6.573,0.048,12.663,23.769,0.451,0.20219344674722,0.0319344279745589,0,1
305,1,52.067,1.641,1.375,0.016,4.972,0.101,15.511,23.151,0.358,0.0671858005012724,0.00331823918046173,1,0
306,1,51.161,1.236,2.939,0.349,5.999,0.024,15.394,22.011,0.342,0.10150140182802,0.00556891143717239,1,6
307,1,50.018,1.838,3.567,0.055,7.103,0.054,13.506,22.553,0.385,0.122311956343326,0.0169744481254305,0,4
308,-1,51.312,1.162,3.103,0.198,6.606,0.153,15.345,21.082,0.297,0.0938534079121598,0.00182369534555712,1,6
309,1,51.895,1.003,2.675,0.247,6.275,0.107,15.41,20.862,0.274,0.0689854673015311,0.00470043539584228,1,3
310,-1,51.374,0.881,4.249,0.518,6.531,0.081,15.591,19.989,0.537,0.10855748423042,0.00104393406732206,1,6
311,-1,52.396,0.228,2.43,1.086,4.214,0.07,16.737,22.731,0.21955,0.0787806383938874,0.0515652413223709,1,5
312,-1,51.036,0.906,4.651,0.705,5.963,0.118,15.292,20.136,0.602,0.116278953347011,1e-07,1,6
313,1,50.515,1.732,4.202,0.339,7.213,0.123,14.173,21.831,0.291,0.13376251921417,0.029431200721404,0,4
314,1,51.073,1.625,2.354,0.031,5.949,0.139,13.413,24.054,0.502,0.0866147533438106,0.0267983074753173,1,0
315,1,51.154,0.978,3.332,0.183,6.364,0.152,16.02,21.091,0.261,0.106195715656988,0.00501394036802572,1,6
316,1,45.549,3.775,7.834,0.131,6.662,0.044,11.852,23.162,0.429,0.284311980855343,0.0512914315937941,0,7
317,1,49.466,2.375,4.062,0.001,6.732,0.074,13.098,23.731,0.502,0.154962280684328,0.0147176059361011,0,1
318,-1,49.798,1.583,4.902,0.155,7.672,0.102,13.77,21.418,0.441,0.147136802003007,0.0057073506740578,0,4
319,-1,50.991,1.167,4.069,0.369,8.302,0.126,15.959,17.845,0.318,0.107476798559348,0.0139493792526233,1,2
320,-1,49.472,0.59,4.149,1.512,4.19,0.155,16.776,22.409,0.21955,0.163291472676285,0.0379600826941283,1,5
321,-1,47.353,2.296,6.301,0.376,7.023,0.135,12.741,22.017,0.584,0.211782575568346,1e-07,0,7
322,1,51.83,0.911,2.595,0.46,5.6,0.01,16.272,21.803,0.22,0.08834098037767,0.00743575630396643,1,3
323,1,48.027,2.45,4.589,0.001,7.319,0.108,12.8,24.045,0.352,0.190709665545219,0.0237547323880929,0,1
324,1,49.931,1.749,4.653,0.214,7.907,0.108,13.761,21.499,0.451,0.14680711947932,0.0116983323653862,0,4
325,1,48.089,2.424,5.189,0.05,7.197,0.06,12.443,22.573,0.444,0.177379778960923,0.0139589664548587,0,1
326,1,50.178,1.816,2.714,0.015,5.948,0.13,13.453,24.103,0.609,0.112013835666386,0.0408284462920347,0,0
327,1,51.383,1.021,3.099,0.409,6.104,0.124,15.394,21.431,0.251,0.0926423329223534,0.0244509369333065,1,6
328,1,48.966,1.511,5.055,0.449,7.156,0.151,13.749,21.229,0.468,0.157807869377649,0.0164851904090268,0,4
329,1,52.189,1.103,2.377,0.405,6.816,0.165,14.659,21.814,0.352,0.0687537631055486,0.0150025981738549,1,6
330,-1,50.321,1.214,4.247,0.322,7.861,0.119,15.441,19.054,0.342,0.122729881329301,0.00477728741071022,1,2
331,-1,50.54,1.491,3.982,0.001,7.905,0.158,13.875,21.624,0.458,0.121339718789663,0.00303997151738398,0,4
332,1,50.456,1.69,3.226,0.039,6.123,0.085,13.826,24.283,0.534,0.126059737998617,0.031311706629055,0,0
333,-1,51.554,1.181,3.065,0.158,6.942,0.122,14.296,22.218,0.282,0.0883587627324331,0.00359502423194799,1,6
334,1,48.234,2.667,4.509,0.022,6.943,0.07,12.664,23.709,0.491,0.181025709045511,0.03737658674189,0,1
335,-1,50.798,1.318,3.45,0.149,7.373,0.12,14.37,22.274,0.38,0.116535447340705,0.0015867418899859,1,6
336,1,49.741,1.842,3.696,0.108,8.172,0.099,14.176,21.736,0.465,0.142859938083329,0.00483457586137417,0,4
337,1,53.07,0.58,1.7,0.32,5.19,0.09,16.69,21.98,0.19,0.0519662127300444,0.038,1,5
338,1,48.875,2.484,4.732,0.001,7.379,0.129,12.768,23.048,0.545,0.171784484685242,0.0332971682760117,0,1
339,1,49.896,1.442,4.273,0.619,6.11,0.099,14.546,22.232,0.29,0.143121860814046,0.00287065460881108,0,4
340,1,49.122,1.829,4.922,0.114,8.134,0.135,13.687,21.292,0.489,0.163077163988426,0.0200808013195955,0,4
341,1,49.005,1.46,5.406,0.754,6.201,0.102,13.878,21.796,0.406,0.166569802497558,0.0398528492286217,0,4
342,1,51.429,1.453,2.826,0.486,6.329,0.107,14.784,22.802,0.323,0.104706295381566,0.0417413181870163,1,0
343,-1,49.983,1.783,5.276,0.223,7.224,0.147,14.357,20.482,0.492,0.151656918186535,1e-07,0,4
344,1,48.218,2.566,5.637,0.094,7.375,0.137,12.889,22.894,0.431,0.20102798063652,0.0538081805359662,0,1
345,1,52.634,0.762,2.556,0.877,7.329,0.101,15.258,20.496,0.343,0.0654989701515476,0.00604632172815678,1,3
346,-1,47.767,2.24,5.505,0.005,7.213,0.094,13.178,23.24,0.377,0.204925253210871,0.0542781287409181,0,1
347,-1,47.808,2.433,6.953,0.005,7.126,0.089,12.727,22.856,0.438,0.223747525285397,0.0353751763046544,0,7
348,1,52.687,1.064,2.374,0.348,7.123,0.145,14.848,21.306,0.328,0.0601370904622649,0.0174834198601566,1,3
349,1,48.521,1.65,5.373,0.453,6.506,0.159,14.477,21.198,0.325,0.177514508079665,0.00574929478138223,0,4
350,1,50.809,1.147,3.538,0.682,5.742,0.068,13.812,22.874,0.683,0.10779598633318,0.0256653333025041,1,4
351,1,49.008,2.438,4.041,0.001,6.779,0.101,13.14,23.94,0.541,0.166259092472758,0.0182715732786255,0,1
352,1,48.914,1.917,3.909,0.009,6.792,0.068,13.337,23.697,0.415,0.154667756237006,0.0568527100544026,0,1
353,1,49.121,1.802,5.802,0.213,7.357,0.125,13.638,21.012,0.53,0.170763296475533,0.00737767169360963,0,4
354,-1,51.657,1.007,3.191,0.06,7.101,0.125,14.618,21.791,0.384,0.0879518711115852,0.00244970677752208,1,6
355,1,48.014,2.578,4.392,0.054,6.57,0.061,12.86,23.753,0.462,0.181338678652846,0.0224518580351746,0,1
356,1,48.322,2.152,5.944,0.322,6.87,0.063,14.007,22.087,0.379,0.204525535397539,0.005436594435184,0,1
357,1,53.81,0.43,1.23,0.52,4.31,0.082,17.44,21.79,0.2,0.0346709109899159,0.0385,1,5
358,1,51.137,1.076,4.093,0.345,7.286,0.105,13.647,21.434,0.76,0.103394261092528,0.0452210185157399,1,6
359,1,52.462,0.944,2.631,0.238,5.667,0.078,16.594,21.088,0.231,0.0763922092085523,0.00756412265580108,1,3
360,1,52.332,1.343,1.508,0.776,3.79,0.04,15.896,23.148,0.401,0.0660959716877267,0.00255773977433004,1,5
361,-1,51.33,1.114,3.131,0.105,7.634,0.129,14.707,20.7,0.437,0.0872340058878238,0.00199406643645737,1,6
362,-1,50.937,0.928,3.36,0.07,8.154,0.126,15.534,19.4,0.507,0.0980386276583756,0.00631441900835413,1,2
363,1,50.22,1.332,3.416,0.88,6.366,0.124,14.297,21.928,0.399,0.119295104536894,0.0221786675947466,1,4
364,1,52.065,1.088,2.859,0.131,6.974,0.075,15.274,21.676,0.359,0.0864329766022931,0.0122636322344673,1,6
365,1,49.718,1.373,4.631,0.854,6.185,0.064,12.726,22.267,0.996,0.132471516167223,0.0306673050296968,0,4
366,1,52.369,1.341,1.376,0.015,5.726,0.095,14.744,23.589,0.611,0.0597601680371709,0.0127394330952273,1,0
367,1,51.587,1.828,2.322,0.014,5.986,0.129,13.847,23.83,0.61,0.0884672501655162,0.0134911387747593,1,0
368,-1,49.563,1.686,4.731,0.092,7.506,0.121,13.627,21.939,0.45,0.150334462455999,0.00443605259565949,0,4
369,1,49.542,1.844,3.55,0.231,5.761,0.037,13.629,23.681,0.479,0.135557095067713,0.0264456981664316,0,1
370,1,46.854,2.889,6.445,0.001,7.173,0.097,12.148,22.947,0.487,0.228666415100526,0.0387445409281697,0,7
371,1,49.266,1.494,5.622,0.368,6.738,0.17,14.007,21.029,0.43,0.161251192504851,0.0239253081498743,0,4
372,-1,51.366,1.2,3.059,0.064,6.975,0.131,14.567,21.456,0.402,0.0864078948143909,0.00406205923836389,1,6
373,1,51.752,0.745,2.352,0.557,5.707,0.088,16.661,21.392,0.361,0.0879280143228998,0.00557537542520534,1,3
374,1,51.908,0.833,2.869,0.361,7.383,0.151,16.136,19.877,0.297,0.0834964661603184,0.00749088079373571,1,2
375,1,53.428,0.857,0.671,0.006,6.703,0.127,14.26,23.228,0.676,0.0196373182245264,0.0098032370232792,1,0
376,1,49.87,1.242,5.914,0.557,5.512,0.097,12.355,22.339,1.242,0.141227551249644,0.0180712270803949,0,4
377,-1,51.489,0.999,4.419,0.621,6.129,0.165,14.562,20.191,0.465,0.0940752888027656,1e-07,1,6
378,1,49.493,1.5,4.52,0.001,7.289,0.108,12.774,22.971,0.505,0.138908146757758,0.040175946068705,0,1
379,1,51.26,1.14,3.238,0.449,7.465,0.147,15.728,19.883,0.338,0.100706264676424,0.00580555199384536,1,2
380,1,48.848,2.255,4.32,0.017,6.797,0.098,13.181,23.919,0.513,0.171476384592706,0.0164071270257045,0,1
381,1,52.087,0.68,2.32,0.798,5.771,0.105,15.999,21.279,0.28,0.0724625861280077,0.0214779542527749,1,3
382,1,52.13,0.503,1.937,0.419,7.378,0.17,16.401,19.781,0.219,0.0585442439352335,0.00537064805879296,1,3
383,1,50.381,2.18,3.014,0.045,5.952,0.059,13.602,23.427,0.647,0.116035025475417,0.0289139633286319,0,0
384,1,49.505,2.32,4.173,0.182,6.228,0.033,13.092,24.048,0.601,0.157748145682385,0.0243445331066329,0,1
385,1,51.223,0.841,2.307,0.029,8.518,0.125,15.17,20.852,0.539,0.0856731393221073,0.0147337799717913,1,6
386,1,49.823,1.741,5.082,0.383,7.46,0.146,13.645,21.867,0.448,0.158788738141338,0.0267472916604147,0,4
387,-1,50.717,1.707,3.369,0.156,7.116,0.136,14.234,21.973,0.411,0.11435485061958,0.00210411591229645,1,6
388,1,51.737,0.958,2.506,0.35,6.735,0.117,14.49,22.345,0.336,0.0766830373692917,0.0302872409677769,1,6
389,1,51.196,1.123,3.038,0.86,6.22,0.133,14.35,21.963,0.308,0.0921473272860898,0.0169881288199342,1,6
390,1,51.203,1.034,3.295,0.094,7.329,0.097,15.474,20.86,0.252,0.100882960855576,0.00604262367205393,1,6
391,1,48.932,2.358,4.264,0.113,7.418,0.116,12.729,21.924,0.319,0.143945067449855,0.0353113036469877,0,1
392,1,51.826,0.906,4.522,0.432,5.076,0.058,15.369,21.441,0.299,0.104563330159797,0.039034770344024,1,6
393,-1,48.083,2.104,5.831,0.122,6.313,0.07,13.543,22.824,0.396,0.199057948239378,0.0323648847626281,0,1
394,1,51.374,0.955,3.109,0.442,7.577,0.164,15.068,20.362,0.282,0.0881758735817098,0.00809968414152049,1,6
395,1,51.632,1.142,2.331,0.05,7.941,0.163,14.025,21.849,0.354,0.0714458405272005,0.0472099360510496,1,6
396,1,48.403,2.234,5.045,0.475,6.621,0.059,13.082,22.79,0.392,0.179562673920348,0.0288967628745399,0,1
397,-1,51.728,1.339,3.172,0.175,6.919,0.148,15.01,21.693,0.26,0.0966974280635033,0.0024045939955672,1,6
398,1,48.949,2.271,4.555,0.009,6.997,0.112,12.602,22.618,0.484,0.150801424040163,0.0180825286608079,0,1
399,-1,52.574,0.763,2.723,0.189,6.985,0.163,15.559,20.599,0.411,0.0653891435899465,0.00527669459885506,1,3
400,1,51.36575,0.997,3.1615,0.445,6.18825,0.13825,15.65875,21.6665,0.31525,0.103637508447456,0.0652454426119622,1,6
401,1,48.25982,2.83608,5.63277,0.06464,7.10636,0.14241,12.47249,22.72904,0.39996,0.192685810198638,0.0104714279608497,0,1
402,1,49.668,1.659,4.583,0.665,5.603,0.057,14.99,21.877,0.29,0.154982506729199,0.00768860297911865,0,4
403,-1,50.718,1.12,3.289,0.031,7.827,0.086,14.419,21.131,0.352,0.0989645264795653,0.00314237119389364,1,6
404,1,45.511,3.645,8.169,0.129,6.726,0.084,11.485,22.897,0.485,0.281685830102512,0.0559349714200876,0,7
405,1,50.264,1.602,3.717,0.282,7.394,0.107,13.857,21.973,0.35,0.122899299510172,0.0476194106659551,0,4
406,1,50.073,1.876,3.549,0.001,7.507,0.143,14.078,21.776,0.429,0.126620423807838,0.00334056634479766,0,4
407,1,50.822,1.584,4.595,0.544,5.298,0.09,13.679,21.909,0.974,0.119149360633181,0.0217452627705893,0,4
408,-1,49.437,1.728,4.968,0.128,7.325,0.131,13.167,21.976,0.428,0.149210212554321,0.00335455342507529,0,1
409,1,49.071,1.92,5.251,0.388,5.989,0.036,14.056,23.02,0.306,0.17959004344081,0.0721122708039492,0,1
410,-1,51.366,1.361,3.45,0.185,6.773,0.108,14.525,22.135,0.45,0.105634817712565,0.00694640338504936,1,6
411,1,49.899,2.141,3.388,0.05,5.733,0.063,13.707,23.505,0.551,0.129532759727572,0.0297335417222582,0,0
412,1,48.114,2.52,5.413,0.013,7.482,0.085,12.668,22.597,0.409,0.189387092701283,0.0101081335213916,0,1
413,-1,52.168,0.738,3.732,0.381,7.182,0.102,16.599,18.883,0.49,0.092420230249161,0.00342789809144632,1,2
414,-1,50.77,1.38,3.442,0.094,7.4,0.171,14.602,21.784,0.394,0.115676618034022,0.000677009873060649,1,6
415,1,51.447,1.721,2.127,0.039,5.916,0.087,14.105,23.501,0.644,0.084557935942795,0.0167525402262456,1,0
416,1,50.937,0.855,3.443,0.455,7.024,0.147,15.638,20.159,0.376,0.102414617749706,0.0113152327221439,1,6
417,1,52.336,1.412,1.727,0.027,5.627,0.1,14.161,23.596,0.606,0.0576243185111838,0.0145073544227282,1,0
418,-1,50.239,0.588,4.086,1.288,3.795,0.063,16.059,23.606,0.21955,0.145913073246615,0.0387467257707032,1,5
419,-1,46.843,2.659,6.416,0.026,7.591,0.125,12.902,21.987,0.505,0.230061256954335,0.0576829744931772,0,7
420,-1,50.661,1.316,3.577,0.069,7.447,0.178,14.342,21.114,0.39,0.105981000134537,1e-07,1,6
421,1,50.055,1.745,4.048,0.149,7.381,0.087,13.35,22.597,0.505,0.133691582618557,0.0365524884142656,0,4
422,1,48.566,2.436,4.225,0.006,7.569,0.083,12.987,22.705,0.323,0.163717992630702,0.0414834481042064,0,1
423,1,51.377,0.882,3.075,0.464,5.92,0.106,15.549,21.441,0.204,0.0909275232849835,0.0288642774714707,1,6
424,1,52.377,0.799,2.009,0.634,5.819,0.094,16.227,21.466,0.289,0.0681435555309153,0.0160891396332863,1,3
425,1,51.697,0.782,2.171,0.338,9.784,0.239,18.193,16.257,0.258,0.0850764082623792,0.0156750865495576,1,2
426,1,51.43,1.574,3.319,0.339,7.0,0.058,14.221,22.466,0.285,0.106373696247961,0.0316132483828608,1,6
427,1,49.57333,1.35833,5.12967,0.482,6.85167,0.11967,14.90567,20.23,0.51367,0.153676401637587,0.0197174058089744,0,4
428,-1,51.726,1.006,3.091,0.024,7.812,0.139,14.545,20.589,0.352,0.0749147092700666,0.00324400564174894,1,6
429,-1,51.224,1.226,3.401,0.235,6.681,0.16,14.367,22.598,0.372,0.10656778249666,0.00207157968970381,1,6
430,1,51.466,1.062,2.868,0.18,6.648,0.068,16.279,21.304,0.235,0.10262910261923,0.00468145124988747,1,6
431,1,48.728,2.449,3.947,0.04,7.124,0.07,13.0,24.084,0.482,0.170767918384284,0.0292936964305088,0,1
432,-1,50.15,1.447,4.158,0.375,7.402,0.105,14.362,21.112,0.421,0.131039949602277,0.00102135110160012,1,4
433,1,51.06,1.151,2.381,0.055,7.449,0.18,14.319,21.937,0.32,0.0818432134764773,0.0241368737352057,1,6
434,1,52.9,1.389,1.357,0.001,5.607,0.089,14.279,23.434,0.615,0.0412841890052116,0.0117988499511772,1,0
435,1,51.773,1.68,2.189,0.001,5.66,0.066,13.876,23.88,0.555,0.0772190506323933,0.0160007585544796,1,0
